"object_id"	"object_lat"	"object_lon"	"object_date"	"object_time"	"object_link"	"object_depth_min"	"object_depth_max"	"object_annotation_status"	"object_annotation_person_name"	"object_annotation_person_email"	"object_annotation_date"	"object_annotation_time"	"object_annotation_category"	"object_annotation_hierarchy"	"object_lat_end"	"object_lon_end"	"object_area"	"object_mean"	"object_stddev"	"object_mode"	"object_min"	"object_max"	"object_x"	"object_y"	"object_xm"	"object_ym"	"object_perim."	"object_bx"	"object_by"	"object_width"	"object_height"	"object_major"	"object_minor"	"object_angle"	"object_circ."	"object_feret"	"object_intden"	"object_median"	"object_skew"	"object_kurt"	"object_%area"	"object_xstart"	"object_ystart"	"object_area_exc"	"object_fractal"	"object_skelarea"	"object_slope"	"object_histcum1"	"object_histcum2"	"object_histcum3"	"object_xmg5"	"object_ymg5"	"object_nb1"	"object_nb2"	"object_nb3"	"object_compentropy"	"object_compmean"	"object_compslope"	"object_compm1"	"object_compm2"	"object_compm3"	"object_symetrieh"	"object_symetriev"	"object_symetriehc"	"object_symetrievc"	"object_convperim"	"object_convarea"	"object_fcons"	"object_thickr"	"object_tag"	"object_esd"	"object_elongation"	"object_range"	"object_meanpos"	"object_centroids"	"object_cv"	"object_sr"	"object_perimareaexc"	"object_feretareaexc"	"object_perimferet"	"object_perimmajor"	"object_circex"	"object_cdexc"	"sample_id"	"sample_dataportal_descriptor"	"sample_scan_operator"	"sample_ship"	"sample_program"	"sample_stationid"	"sample_bottomdepth"	"sample_ctdrosettefilename"	"sample_other_ref"	"sample_tow_nb"	"sample_tow_type"	"sample_net_type"	"sample_net_mesh"	"sample_net_surf"	"sample_zmax"	"sample_zmin"	"sample_tot_vol"	"sample_comment"	"sample_tot_vol_qc"	"sample_depth_qc"	"sample_sample_qc"	"sample_barcode"	"sample_duration"	"sample_ship_speed"	"sample_cable_length"	"sample_cable_angle"	"sample_cable_speed"	"sample_nb_jar"	"sample_open"	"process_id"	"process_date"	"process_time"	"process_img_software_version"	"process_img_resolution"	"process_img_od_grey"	"process_img_od_std"	"process_img_background_img"	"process_particle_version"	"process_particle_threshold"	"process_particle_pixel_size_mm"	"process_particle_min_size_mm"	"process_particle_max_size_mm"	"process_particle_sep_mask"	"process_particle_bw_ratio"	"process_software"	"acq_id"	"acq_instrument"	"acq_min_mesh"	"acq_max_mesh"	"acq_sub_part"	"acq_sub_method"	"acq_hardware"	"acq_software"	"acq_author"	"acq_imgtype"	"acq_scan_date"	"acq_scan_time"	"acq_quality"	"acq_bitpixel"	"acq_greyfrom"	"acq_scan_resolution"	"acq_rotation"	"acq_miror"	"acq_xsize"	"acq_ysize"	"acq_xoffset"	"acq_yoffset"	"acq_lut_color_balance"	"acq_lut_filter"	"acq_lut_min"	"acq_lut_max"	"acq_lut_odrange"	"acq_lut_ratio"	"acq_lut_16b_median"
"sp061421_sta_wa_s_b_s_b_1_1"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221013"	"140825"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	650.0	221.47	16.269	241.0	171.0	243.0	16.06	15.81	15.94	15.75	112.23	5780.0	585.0	31.0	29.0	30.7	26.9	34.0	0.649	33.4	143958.0	223.0	-0.828	0.182	0.0	5798.0	585.0	650.0	1.012	51.0	0.077	212.0	222.0	234.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.738	1.764	2.0	2.0	116.0	715.0	2.518	2.0	1.0	28.76813695875796	1.1481481481481481	72.0	-0.42659005349712703	0.0	7.224454779428364	22.22222222222222	4.393001427095323	1.2943664919120146	3.393939393939394	3.6129032258064515	0.6511591915922721	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_2"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221006"	"141738"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	653.0	215.85	17.768	215.0	177.0	243.0	10.99	22.84	11.03	23.06	129.2	3616.0	624.0	22.0	47.0	44.9	18.5	87.8	0.492	47.1	140950.0	216.0	-0.191	-1.076	0.0	3630.0	624.0	653.0	1.061	39.0	0.07	200.0	215.0	230.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	2.59	3.0	3.0	134.0	823.0	0.866	1.676	1.0	28.834448541840736	2.3684210526315788	66.0	-0.6988416988416991	0.0	8.339124391938848	27.27272727272727	5.048160097256669	1.839252128457856	2.74468085106383	2.8666666666666667	0.49310978974680253	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_3"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221004"	"152305"	"Unknown marine"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia>Heteroconchia>Unknown>Unknown marine"	""	""	926.0	223.78	17.842	242.0	179.0	244.0	41.6	17.15	41.61	17.32	229.32	1309.0	774.0	86.0	35.0	55.5	21.2	172.1	0.221	86.7	207220.0	230.0	-0.865	-0.512	0.22	1351.0	774.0	924.0	1.122	118.0	0.121	210.0	229.0	238.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.252	6.083	5.0	5.0	237.0	1627.0	16.269	4.105	1.0	34.3368580162012	2.6666666666666665	65.0	-0.45154086645824026	0.0	8.043614264009296	27.692307692307693	7.533546907289355	2.862089873074995	2.632183908045977	4.089285714285714	0.22141695329356564	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_4"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221009"	"043256"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	968.0	220.95	17.262	224.0	168.0	243.0	17.63	23.14	17.72	22.95	158.27	1447.0	1162.0	33.0	49.0	50.3	24.5	83.6	0.486	51.5	213882.0	224.0	-0.884	0.089	0.0	1463.0	1162.0	968.0	1.07	86.0	0.111	211.0	223.0	234.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.258	2.338	3.0	3.0	160.0	1216.0	3.935	1.512	1.0	35.10692067532608	2.0	75.0	-0.41643059490085016	0.0	7.694048427245984	22.666666666666664	5.078312337612478	1.6713433009863852	3.0384615384615383	3.16	0.48727154120732574	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_5"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221009"	"043256"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	654.0	217.21	25.099	242.0	146.0	243.0	32.89	13.81	33.21	13.8	148.27	4718.0	1185.0	59.0	27.0	45.8	18.2	7.4	0.374	60.4	142053.0	226.0	-1.183	0.474	0.0	4771.0	1185.0	654.0	1.062	61.0	0.077	205.0	225.0	235.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.129	4.002	4.0	4.0	167.0	865.0	2.065	2.455	1.0	28.856518540128786	2.5555555555555554	97.0	-0.3621682347984832	0.0	11.509599005570644	25.773195876288657	5.787257963842736	2.346185661017325	2.466666666666667	3.217391304347826	0.3752011679049899	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_6"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221013"	"141510"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	1573.0	214.38	25.242	236.0	146.0	252.0	34.59	24.29	35.28	24.94	220.59	1448.0	1214.0	74.0	52.0	81.0	24.7	143.3	0.406	85.0	337214.0	221.0	-0.875	-0.126	3.05	1453.0	1214.0	1525.0	1.152	124.0	0.146	199.0	219.0	233.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.386	3.484	4.0	4.0	248.0	1910.0	15.068	2.571	1.0	44.752718396410415	3.24	106.0	-0.5501608657502195	1.0	11.661535591006624	23.58490566037736	5.659230093034003	2.1766269588592317	2.6	2.728395061728395	0.39236942705713923	0.025607375986579195	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_7"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221013"	"141510"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	1308.0	205.51	37.183	241.0	117.0	243.0	25.71	35.46	25.6	35.68	224.49	3729.0	1272.0	44.0	63.0	64.5	25.8	65.2	0.326	68.2	268801.0	221.0	-0.834	-0.732	0.0	3768.0	1272.0	1308.0	1.125	138.0	0.13	175.0	220.0	235.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	3.043	3.0	3.0	210.0	1689.0	22.045	2.079	1.0	40.809279882320794	2.5	126.0	-0.4235679584227772	1.0	18.003990073475745	29.365079365079367	6.193614152424508	1.8802042962717256	3.2941176470588234	3.4461538461538463	0.32758316253949693	0.02765006318046655	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_8"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221013"	"132102"	"Penilia"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Branchiopoda>Diplostraca>Cladocera>Sididae>Penilia"	""	""	2497.0	206.17	35.737	241.0	120.0	243.0	42.33	37.84	42.32	37.95	355.89	10301.0	1424.0	100.0	68.0	66.3	48.0	8.5	0.248	102.2	514815.0	221.0	-0.864	-0.603	0.0	10319.0	1424.0	2497.0	1.152	188.0	0.235	179.0	220.0	235.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95	3.954	3.0	3.0	332.0	4139.0	48.203	2.192	1.0	56.38509681825244	1.375	123.0	-0.4274109318788444	0.0	17.46131832953388	29.268292682926827	7.124275848648842	2.041225102702758	3.4901960784313726	5.393939393939394	0.24758732660060956	0.0	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_9"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221013"	"141510"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	766.0	204.46	37.712	238.0	107.0	243.0	24.63	14.28	23.97	14.73	133.54	9127.0	1513.0	43.0	29.0	37.4	26.1	178.7	0.54	43.2	156616.0	218.0	-0.968	-0.266	0.0	9155.0	1513.0	766.0	1.045	58.0	0.075	181.0	216.0	234.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232	2.289	2.0	2.0	140.0	913.0	4.497	2.188	1.0	31.229817342839755	1.4230769230769231	136.0	-0.3954442848348039	1.4142135623730951	18.585542404382274	27.941176470588236	4.841616802650492	1.553653153089337	3.116279069767442	3.6216216216216215	0.5360792988749792	0.0510976130307596	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
"sp061421_sta_wa_s_b_s_b_1_10"	""	""	"20221004"	"101600"	"http://www.zooscan.obs-vlfr.fr//"	""	""	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221006"	"141738"	"badfocus<artefact"	"not-living>artefact>badfocus"	""	""	1638.0	209.63	25.53	241.0	140.0	244.0	26.62	28.25	26.35	28.0	199.87	4716.0	1519.0	57.0	52.0	56.0	37.2	147.5	0.515	63.2	343380.0	215.0	-0.582	-0.585	0.24	4728.0	1519.0	1634.0	1.097	111.0	0.141	190.0	214.0	231.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.367	2.289	2.0	2.0	214.0	1956.0	10.135	1.87	1.0	45.66800164531175	1.5135135135135136	104.0	-0.4936090765474653	1.0	12.402804942040738	25.0	4.947706959952934	1.5585276923851743	3.1746031746031744	3.5714285714285716	0.5133362395965722	0.02473853479976467	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"60.1302922"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_nan"	"20221004"	"101600"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"nan_nan"	"zooscan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"	"nan"
