"object_id"	"object_lat"	"object_lon"	"object_date"	"object_time"	"object_link"	"object_depth_min"	"object_depth_max"	"object_annotation_status"	"object_annotation_person_name"	"object_annotation_person_email"	"object_annotation_date"	"object_annotation_time"	"object_annotation_category"	"object_annotation_hierarchy"	"object_lat_end"	"object_lon_end"	"object_area"	"object_mean"	"object_stddev"	"object_mode"	"object_min"	"object_max"	"object_x"	"object_y"	"object_xm"	"object_ym"	"object_perim."	"object_bx"	"object_by"	"object_width"	"object_height"	"object_major"	"object_minor"	"object_angle"	"object_circ."	"object_feret"	"object_intden"	"object_median"	"object_skew"	"object_kurt"	"object_%area"	"object_xstart"	"object_ystart"	"object_area_exc"	"object_fractal"	"object_skelarea"	"object_slope"	"object_histcum1"	"object_histcum2"	"object_histcum3"	"object_xmg5"	"object_ymg5"	"object_nb1"	"object_nb2"	"object_nb3"	"object_compentropy"	"object_compmean"	"object_compslope"	"object_compm1"	"object_compm2"	"object_compm3"	"object_symetrieh"	"object_symetriev"	"object_symetriehc"	"object_symetrievc"	"object_convperim"	"object_convarea"	"object_fcons"	"object_thickr"	"object_tag"	"object_esd"	"object_elongation"	"object_range"	"object_meanpos"	"object_centroids"	"object_cv"	"object_sr"	"object_perimareaexc"	"object_feretareaexc"	"object_perimferet"	"object_perimmajor"	"object_circex"	"object_cdexc"	"sample_id"	"sample_dataportal_descriptor"	"sample_scan_operator"	"sample_ship"	"sample_program"	"sample_stationid"	"sample_bottomdepth"	"sample_ctdrosettefilename"	"sample_other_ref"	"sample_tow_nb"	"sample_tow_type"	"sample_net_type"	"sample_net_mesh"	"sample_net_surf"	"sample_zmax"	"sample_zmin"	"sample_tot_vol"	"sample_comment"	"sample_tot_vol_qc"	"sample_depth_qc"	"sample_sample_qc"	"sample_barcode"	"sample_duration"	"sample_ship_speed"	"sample_cable_length"	"sample_cable_angle"	"sample_cable_speed"	"sample_nb_jar"	"sample_open"	"process_id"	"process_date"	"process_time"	"process_img_software_version"	"process_img_resolution"	"process_img_od_grey"	"process_img_od_std"	"process_img_background_img"	"process_particle_version"	"process_particle_threshold"	"process_particle_pixel_size_mm"	"process_particle_min_size_mm"	"process_particle_max_size_mm"	"process_particle_sep_mask"	"process_particle_bw_ratio"	"process_software"	"acq_id"	"acq_instrument"	"acq_min_mesh"	"acq_max_mesh"	"acq_sub_part"	"acq_sub_method"	"acq_hardware"	"acq_software"	"acq_author"	"acq_imgtype"	"acq_scan_date"	"acq_scan_time"	"acq_quality"	"acq_bitpixel"	"acq_greyfrom"	"acq_scan_resolution"	"acq_rotation"	"acq_miror"	"acq_xsize"	"acq_ysize"	"acq_xoffset"	"acq_yoffset"	"acq_lut_color_balance"	"acq_lut_filter"	"acq_lut_min"	"acq_lut_max"	"acq_lut_odrange"	"acq_lut_ratio"	"acq_lut_16b_median"
"l_a_l_a_1_1"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"025428"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	6613.0	241.44	1.842	242.0	233.0	249.0	260.42	12.57	260.52	12.58	2246.0	11733.0	287.0	520.0	27.0	501.6	16.8	179.8	0.016	520.0	1596629.0	242.0	-0.31	0.373	7.97	11925.0	287.0	6086.0	1.4	2122.0	2.25	239.0	240.0	241.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.933	29.007	10.0	10.0	1090.0	11545.0	85.487	3.36	1.0	91.76019349006208	29.529411764705884	16.0	-0.8957345971563986	1.0	0.828363154406892	12.5	28.79014007652667	6.665571166426477	4.319230769230769	4.47410358565737	0.015160806618313812	0.012818406089281685	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_2"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"025428"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	17719.0	240.37	2.322	241.0	231.0	252.0	460.04	15.93	460.11	15.94	3318.33	12559.0	288.0	920.0	33.0	918.8	24.6	179.6	0.02	920.2	4259132.0	241.0	-0.288	0.143	5.15	12776.0	288.0	16807.0	1.408	4458.0	5.221	238.0	239.0	241.0	0.0	0.0	18.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.071	34.131	35.0	35.0	1901.0	25615.0	66.694	2.762	1.0	150.2016361201247	36.76	21.0	-1.2411953041622188	0.0	0.8320505886757914	9.523809523809524	25.593594315196242	7.096475819765082	3.606521739130435	3.6104461371055496	0.019184359347349945	0.0	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_3"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"025428"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	711.0	242.02	1.377	243.0	237.0	249.0	42.07	9.03	42.07	9.03	378.9	12261.0	293.0	85.0	21.0	73.2	12.4	175.8	0.062	86.3	172074.0	242.0	0.138	1.393	8.72	12263.0	293.0	649.0	1.248	272.0	0.281	240.0	241.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.954	7.096	4.0	4.0	208.0	1391.0	363.305	2.769	1.0	30.087760240780646	6.083333333333333	12.0	-1.3904382470119474	0.0	0.4131889926452359	8.333333333333332	14.87705133399939	3.3757952895090964	4.406976744186046	5.191780821917808	0.056777483648255744	0.0	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_4"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"025428"	"fiber<detritus"	"not-living>detritus>fiber"	33.83576666666667	-78.04178333333333	1590.0	217.18	18.599	243.0	172.0	243.0	24.92	52.86	25.15	52.07	349.16	3051.0	500.0	62.0	98.0	60.7	33.3	90.5	0.164	98.6	345319.0	220.0	-0.336	-1.011	0.0	3100.0	500.0	1590.0	1.164	140.0	0.164	201.0	219.0	233.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69	5.168	7.0	6.0	316.0	4580.0	23.047	2.409	1.0	44.99389820996741	1.8484848484848484	71.0	-0.571491810535635	1.0	8.748503545446173	26.76056338028169	8.75239410194281	2.48277081974882	3.525252525252525	5.721311475409836	0.16404240750758273	0.02507849312877596	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_5"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"025428"	"Chaetognatha"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha"	33.83576666666667	-78.04178333333333	70828.0	201.63	40.918	243.0	52.0	255.0	614.43	490.57	632.56	502.77	7349.03	8945.0	744.0	1737.0	1102.0	731.8	123.2	141.3	0.016	1864.1	14280975.0	215.0	-1.19	0.569	2.63	9183.0	744.0	68966.0	1.262	5202.0	5.226	181.0	213.0	231.0	0.0	0.0	21.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.983	42.107	55.0	55.0	5672.0	688778.0	169.907	8.366	1.0	300.3015325876678	5.951219512195122	203.0	-0.35667981019848966	22.47220505424423	20.33427565342459	20.19704433497537	27.984060333457165	7.097875692143715	3.9425965665236054	10.039617486338798	0.01604679879097271	0.08557130794173243	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_6"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221129"	"014429"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	2896.0	214.04	25.314	243.0	152.0	246.0	63.64	32.74	62.65	32.34	389.0	13178.0	886.0	104.0	67.0	88.7	41.6	2.0	0.24	105.9	619861.0	221.0	-0.769	-0.642	0.55	13266.0	886.0	2880.0	1.199	260.0	0.283	195.0	220.0	234.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.253	3.47	4.0	4.0	337.0	4349.0	91.233	2.4	1.0	60.72315638661277	2.119047619047619	94.0	-0.5151515151515154	1.4142135623730951	11.680059801906188	26.595744680851062	7.248587027061818	1.975193380124814	3.669811320754717	4.370786516853933	0.23916804256748514	0.026352313834736497	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_7"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"140018"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	657.0	238.93	3.478	242.0	227.0	246.0	22.79	14.37	22.77	14.39	217.08	11497.0	1203.0	41.0	40.0	38.0	22.0	137.0	0.175	47.2	156976.0	240.0	-0.742	-0.15	0.76	11510.0	1203.0	652.0	1.136	131.0	0.172	235.0	239.0	241.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.079	3.033	3.0	3.0	158.0	1064.0	63.73	2.436	1.0	28.92262748940701	1.7272727272727273	19.0	-0.5926236378876772	0.0	1.2555978738542668	15.789473684210526	8.498375882369338	1.8406620574716999	4.617021276595745	5.7105263157894735	0.17399549025382105	0.0	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_8"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"140018"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	1739.0	230.56	8.818	228.0	201.0	243.0	34.05	38.3	34.01	38.19	262.29	5076.0	1225.0	61.0	72.0	69.1	32.1	120.6	0.318	76.6	400947.0	231.0	-0.632	-0.077	0.0	5106.0	1225.0	1739.0	1.14	173.0	0.268	224.0	230.0	237.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.382	3.375	3.0	3.0	262.0	2351.0	46.307	1.612	1.0	47.05489951423176	2.15625	42.0	-0.4208389715832205	0.0	3.9035392088827203	21.428571428571427	6.282774904016305	1.846464380187998	3.4025974025974026	3.7971014492753623	0.3183514727925325	0.0	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_9"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"140018"	"badfocus<artefact"	"not-living>artefact>badfocus"	33.83576666666667	-78.04178333333333	1188.0	203.28	29.594	243.0	139.0	243.0	19.95	22.32	19.98	22.27	141.1	7441.0	1447.0	38.0	42.0	41.8	36.2	78.7	0.75	44.4	241502.0	207.0	-0.442	-0.951	0.0	7456.0	1447.0	1188.0	1.039	29.0	0.093	180.0	206.0	229.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.707	1.798	2.0	2.0	156.0	1262.0	4.694	1.626	1.0	38.89226888657144	1.1666666666666667	104.0	-0.6179215930304915	0.0	14.757969303423849	28.846153846153843	4.090824914958899	1.2765694770084508	3.2045454545454546	3.357142857142857	0.7509103309621598	0.0	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
"l_a_l_a_1_10"	33.8348	-78.03896999999999	"20210511"	"210600"	"http://www.zooscan.obs-vlfr.fr//"	1e-07	16.5	"validated"	"Christine Chan"	"chanc21@students.ecu.edu"	"20221128"	"140018"	"Chaetognatha"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha"	33.83576666666667	-78.04178333333333	8680.0	141.36	58.546	81.0	70.0	244.0	86.07	102.69	81.83	94.22	619.01	6809.0	1592.0	149.0	199.0	224.3	49.3	118.3	0.285	248.6	1227000.0	122.0	0.412	-1.366	0.1	6809.0	1592.0	8671.0	1.132	327.0	0.514	86.0	121.0	195.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.821	4.79	5.0	5.0	692.0	11594.0	52.776	1.717	1.0	105.12715752031544	4.571428571428571	174.0	-1.4383408071748873	9.848857801796104	41.73740803621958	33.90804597701149	6.647464946900772	2.6740206329213123	2.4859437751004014	2.763392857142857	0.28437915027131777	0.10576726495064587	"l_a"	"nan"	"nj_je"	"tom_cat"	"dredge"	"wa"	"33.1"	"nan"	"nan"	"2"	"2"	"dmb"	"335"	"0.2827"	"16.5"	"1.0e-7"	"53.0878688"	"nan"	"1"	"2"	"1111"	"nan"	"10"	"1"	"23"	"45"	"99999"	"1"	"nan"	"zooprocess_l_a"	"20221127"	"205500"	"7.21_picheral_cnrs"	"2400"	"87"	"1.5047"	"20220718_1008_background_large_manual.tif"	"6.15_2009/10/25_picheral_cnrs"	"243"	"0.0106"	"0.3"	"100"	"include"	"nan"	"zooprocess_pid_to_ecotaxa_7.26_2017/12/01"	"l_a_l_a"	"zooscan"	"850"	"4750"	"16"	"motoda"	"hydroptic_v2"	"vuescan8.4.57"	"nj_je"	"zooscan"	"20220718"	"120700"	"4"	"3"	"2"	"3"	"3"	"1"	"30160"	"48912"	"5184"	"1578"	"manual"	"yes"	"367"	"30694"	"1.8"	"1.15"	"26690.9"
